Date,Product,Category,Region,Sales_Rep,Units_Sold,Price,Revenue,Cost
2024-02-05,Printer,Accessories,Europe,Rep_8,11,424.67,4671.37,3740.83
2023-12-25,Laptop,Electronics,Europe,Rep_9,14,309.04,4326.56,3760.84
2023-05-24,Monitor,Accessories,N. America,Rep_19  ,10,409.99,4099.9,3427.5
2024-11-19,Tablet,Electronics,Europe,Rep_15,5,736.54,3682.7,2951.68
2023-05-26,Router,Accessories,Asia,Rep_11,10,406.79,4067.9,2939.25
2023-01-12,Router,Accessories,NA,Rep_17,7,116.7,816.9,661.5
2023-11-15, Printer ,Accessories,NA,Rep_20,6,573.12,3438.72,3040.35
2024-04-27,Tablet,Electronics,South America,Rep_10,15,987.69,14815.35,9282.86
2023-05-08,Printer,Accessories,South America,Rep_5,12,249.4,2992.8,2065.89
2023-03-14,Router,Accessories,Asia,Rep_9  ,3,,1908.99,1514.42
2023-02-11,Monitor,Accessories,Asia,Rep_4,3,330.54,991.62,670.71
2024-10-03,Monitor,Accessories,South America,Rep_19,11,671.91,7391.01,4780.29
2023-06-22,Router,Accessories,South America,Rep_10,8,749.82,5998.56,4798.49
2023-08-19,Printer,Accessories,NorthAmerica,Rep_3,4,149.7,598.8,530.77
2024-09-09,Printer,Accessories,Asia,Rep_8,9,727.72,6549.48,4924.35
2024-11-11,Monitor,Accessories,South America,Rep_14,4,408.71,1634.84,1071.27
2023-02-28, Router ,Accessories,NA,Rep_9,6,571.83,3430.98,2294.24
2023-10-10,Smartphone,Electronics,Asia,Rep_14,15,427.05,6405.75,4334.31
2024-11-13,Smartphone,Electronics,Asia,Rep_3,14,816.99,11437.86,7012.89
2023-01-14,Laptop,Electronics,South America,Rep_8,7,900.94,6306.58,5015.39
2024-08-22,Monitor,Accessories,Europe,Rep_19,8,869.15,6953.2,5155.18
2024-03-20,Router,Accessories,Asia,Rep_4,17,362.42,6161.14,3934.77
2024-12-26,Monitor,Accessories,South America,Rep_20,16,628.67,10058.72,8718.17
2024-06-15,Router,Accessories,South America,Rep_2,2,981.19,1962.38,1596.56
2024-09-08,Laptop,Electronics,N. America,Rep_19,9,871.6,7844.4,4952.5
2023-04-08,Laptop,Electronics,Europe,Rep_12,5,352.53,1762.65,1352.02
2024-08-17,Router,Accessories,South America,Rep_13,17,787.15,13381.55,10079.49
2023-02-10, Smartphone ,Electronics,South America,Rep_15,19,645.5,12264.5,10852.38
2024-08-10,Printer,Accessories,NA,Rep_13,17,204.42,3475.14,2786.63
2024-10-05, Router ,Accessories,South America,Rep_1,10,177.23,1772.3,1578.87
2023-08-10,Printer,Accessories,Europe,Rep_1,19,284.55,5406.45,4291.25
2024-10-07, Smartphone ,Electronics,NA,Rep_10,16,524.98,8399.68,6871.66
2024-02-27,Laptop,Electronics,South America,Rep_9,17,991.24,16851.08,13873.51
2024-01-03,Router,Accessories,Asia,Rep_12,5,373.7,1868.5,1373.19
2023-09-12,Smartphone,Electronics,South America,Rep_2,12,464.59,5575.08,4954.01
2023-11-29,Monitor,Accessories,Asia,Rep_6,13,437.08,5682.04,3546.92
2023-08-03,Printer,Accessories,Asia,Rep_13,6,640.18,3841.08,2896.54
2023-12-23,Tablet,Electronics,South America,Rep_3  ,12,780.33,9363.96,7429.85
2023-12-08,Smartphone,Electronics,Europe,Rep_11,1,837.31,837.31,522.45
2023-11-10,Laptop,Electronics,N. America,Rep_13  ,13,182.71,2375.23,2019.74
2023-11-17,Printer,Accessories,South America,Rep_6,16,578.25,9252.0,6391.51
2024-01-27,Tablet,Electronics,Asia,Rep_16,10,294.34,2943.4,1878.94
2023-12-26,Smartphone,Electronics,South America,Rep_12,19,562.94,10695.86,8306.7
2023-06-13, Tablet ,Electronics,Asia,Rep_1,4,647.88,2591.52,1875.05
2023-04-25,Tablet,Electronics,Asia,Rep_17,12,,8193.96,7201.08
2024-12-18,Router,Accessories,Asia,Rep_18  ,11,262.02,,2104.26
2024-07-05,Tablet,Electronics,South America,Rep_20,8,364.53,2916.24,1971.89
2024-12-13,Laptop,Electronics,Europe,Rep_3,19,169.05,3211.95,2029.68
2023-04-03,Router,Accessories,South America,Rep_9,7,173.34,1213.38,962.09
2023-05-30,Router,Accessories,Asia,Rep_18,15,745.12,11176.8,8700.86
2023-12-29,Monitor,Accessories,Europe,Rep_13,18,109.07,1963.26,1461.27
2023-04-17,Router,Accessories,Asia,Rep_20,17,196.04,3332.68,2922.64
2024-08-06,Laptop,Electronics,Asia,Rep_8,1,619.37,619.37,533.83
2024-03-29,Laptop,Electronics,Europe,Rep_18,3,288.0,864.0,719.32
2023-06-08,Router,Accessories,Asia,Rep_1,7,150.47,1053.29,818.86
2024-05-21,Tablet,Electronics,Europe,Rep_8,16,123.23,1971.68,1195.0
2023-08-20,Monitor,Accessories,Europe,Rep_5,10,318.52,3185.2,2220.5
2023-01-13,Smartphone,Electronics,Europe,Rep_1,18,920.6,16570.8,14661.03
2024-09-18, Monitor ,Accessories,South America,Rep_14,11,152.32,1675.52,1472.34
2024-07-23,Printer,Accessories,Europe,Rep_14,15,983.52,14752.8,10401.04
2023-07-10,Printer,Accessories,South America,Rep_19,11,951.25,10463.75,9184.27
2024-02-01,Router,Accessories,Asia,Rep_12,5,732.16,3660.8,2808.27
2023-09-27,Monitor,Accessories,Asia,Rep_12,4,694.9,2779.6,1996.97
2023-08-29, Smartphone ,Electronics,Asia,Rep_3  ,5,536.84,2684.2,1895.51
2024-12-10,Tablet,Electronics,Asia,Rep_8,18,619.22,11145.96,8886.1
2024-07-05,Printer,Accessories,Europe,Rep_4,10,226.45,2264.5,1623.23
2024-06-03,Router,Accessories,South America,Rep_18,11,321.96,3541.56,2835.05
2023-11-18,Laptop,Electronics,Europe,Rep_12,14,895.45,12536.3,8713.85
2024-12-19,Router,Accessories,Europe,Rep_15,14,612.4,,6925.62
2023-10-03, Printer ,Accessories,NA,Rep_15  ,9,605.01,5445.09,3757.48
2024-09-25,Monitor,Accessories,South America,Rep_19,8,915.49,7323.92,4681.58
2024-03-22,Laptop,Electronics,Europe,Rep_1  ,5,821.24,4106.2,2550.24
2024-07-27,Monitor,Accessories,N. America,Rep_12,8,864.3,6914.4,5144.87
2024-05-03,Router,Accessories,Europe,Rep_3,9,852.12,7669.08,6338.68
2024-11-29,Smartphone,Electronics,NA,Rep_9,19,728.79,13847.01,9376.55
2024-08-06,Smartphone,Electronics,N. America,Rep_20,6,629.29,3775.74,3304.74
2024-05-17,Monitor,Accessories,Europe,Rep_13,17,632.12,10746.04,7462.43
2023-08-09,Router,Accessories,South America,Rep_10,11,953.79,10491.69,8314.11
2024-07-05,Router,Accessories,Asia,Rep_11,3,708.3,2124.9,1908.35
2023-08-27,Printer,Accessories,South America,Rep_5,11,561.42,6175.62,4957.32
2024-07-06,Router,Accessories,Asia,Rep_1  ,18,455.73,8203.14,6069.43
2024-09-16, Laptop ,Electronics,Asia,Rep_19,10,127.96,1279.6,1111.48
2023-05-03,Laptop,Electronics,NorthAmerica,Rep_17,4,916.19,3664.76,2731.5
2024-02-28,Router,Accessories,Europe,Rep_7,2,858.21,1716.42,1269.78
2023-09-12,Printer,Accessories,Europe,Rep_6,1,848.01,848.01,512.74
2023-01-31, Router ,Accessories,South America,Rep_4,1,102.21,102.21,74.07
2023-12-06,Laptop,Electronics,NA,Rep_13,12,177.07,2124.84,1334.93
2024-08-10,Router,Accessories,South America,Rep_14,14,647.65,9067.1,6132.88
2024-01-26,Router,Accessories,South America,Rep_5,12,797.78,9573.36,7393.78
2023-12-18,Tablet,Electronics,NorthAmerica,Rep_10,9,431.54,3883.86,3161.11
2023-12-30, Tablet ,Electronics,South America,Rep_9,12,541.32,6495.84,5403.39
2024-05-26,Laptop,Electronics,Europe,Rep_9,8,790.75,6326.0,5217.9
2024-02-16, Tablet ,Electronics,Europe,Rep_12,1,879.26,879.26,562.41
2024-10-24, Router ,Accessories,N. America,Rep_11  ,10,504.41,5044.1,3665.49
2024-04-07,Laptop,Electronics,Asia,Rep_1,8,250.34,2002.72,1632.8
2024-09-12,Laptop,Electronics,N. America,Rep_12,7,180.08,1260.56,1082.03
2023-04-08,Tablet,Electronics,NorthAmerica,Rep_17  ,15,130.06,1950.9,1223.85
2023-01-13,Laptop,Electronics,Asia,Rep_13,6,302.03,1812.18,1387.42
2023-11-10, Laptop ,Electronics,Asia,Rep_3,4,969.39,3877.56,3447.4
2023-06-26,Tablet,Electronics,South America,Rep_6,2,370.2,740.4,562.21
2024-07-02,Tablet,Electronics,Asia,Rep_4,4,593.03,2372.12,1952.23
2024-11-30, Tablet ,Electronics,Asia,Rep_19,13,837.25,10884.25,9783.24
2023-07-01,Monitor,Accessories,Europe,Rep_17,13,497.66,6469.58,4864.55
2023-06-02, Monitor ,Accessories,N. America,Rep_20  ,13,746.6,9705.8,6964.97
2023-02-09,Printer,Accessories,N. America,Rep_10,8,792.49,6339.92,4004.12
2023-10-26,Laptop,Electronics,Asia,Rep_6  ,8,719.76,5758.08,4736.01
2024-08-27,Printer,Accessories,Europe,Rep_4,12,136.01,1632.12,1141.98
2024-05-24,Tablet,Electronics,Europe,Rep_20,3,582.97,1748.91,1551.97
2023-12-12,Monitor,Accessories,South America,Rep_15,14,843.64,11810.96,9677.94
2023-04-30,Router,Accessories,N. America,Rep_11,4,345.29,1381.16,1191.25
2023-09-10,Smartphone,Electronics,Europe,Rep_8  ,6,417.72,2506.32,2232.62
2024-05-17,Tablet,Electronics,South America,Rep_2,3,193.67,581.01,486.19
2024-01-02,Laptop,Electronics,South America,Rep_19  ,3,121.7,365.1,317.39
2023-04-12, Printer ,Accessories,N. America,Rep_11,16,677.46,10839.36,7184.82
2024-06-23, Printer ,Accessories,South America,Rep_18,4,957.77,3831.08,2785.3
2024-10-20,Tablet,Electronics,Asia,Rep_11,12,888.94,10667.28,9370.83
2023-05-19,Monitor,Accessories,Europe,Rep_10,16,778.42,12454.72,9114.25
2024-10-03,Monitor,Accessories,South America,Rep_14,4,960.9,3843.6,2730.81
2024-01-22,Laptop,Electronics,South America,Rep_1  ,19,116.34,2210.46,1805.37
2024-05-18,Laptop,Electronics,Asia,Rep_18,6,679.2,4075.2,3548.08
2024-05-10,Printer,Accessories,South America,Rep_10,14,866.15,12126.1,10097.36
2024-05-24,Smartphone,Electronics,N. America,Rep_17,11,391.58,4307.38,3461.68
2023-02-12,Tablet,Electronics,N. America,Rep_10,6,444.09,2664.54,1956.03
2024-08-24, Router ,Accessories,Europe,Rep_11,10,807.49,8074.9,5139.39
2023-02-19,Printer,Accessories,N. America,Rep_2,17,284.01,4828.17,3019.0
2023-11-07, Monitor ,Accessories,Europe,Rep_12,17,522.35,8879.95,6251.73
2024-07-04, Laptop ,Electronics,South America,Rep_17,7,831.07,5817.49,3773.26
2024-06-20,Tablet,Electronics,Asia,Rep_2,11,431.05,4741.55,3436.19
2023-08-08,Laptop,Electronics,South America,Rep_6,16,659.25,10548.0,6893.6
2023-08-15,Router,Accessories,Asia,Rep_3,15,261.67,3925.05,3135.4
2023-07-28,Monitor,Accessories,Europe,Rep_19,17,164.69,2799.73,2166.53
2024-10-17,Printer,Accessories,N. America,Rep_2,14,851.32,11918.48,9874.96
2024-01-26,Tablet,Electronics,NorthAmerica,Rep_10,8,415.01,3320.08,2570.07
2023-01-05, Tablet ,Electronics,Asia,Rep_6,17,287.87,4893.79,3649.53
2024-02-04,Tablet,Electronics,Asia,Rep_13,15,660.24,,6567.69
2023-02-15,Tablet,Electronics,Europe,Rep_20,12,724.12,8689.44,7665.13
2023-09-10,Printer,Accessories,Asia,Rep_14,11,979.27,10771.97,8538.28
2024-11-27, Printer ,Accessories,Asia,Rep_7,15,392.86,5892.9,3888.32
2024-10-31,Router,Accessories,Asia,Rep_14  ,4,816.02,3264.08,2530.15
2024-12-07,Laptop,Electronics,South America,Rep_14,8,393.25,3146.0,2111.86
2024-01-22,Smartphone,Electronics,Europe,Rep_16,16,700.52,11208.32,7677.92
2023-09-17,Printer,Accessories,NA,Rep_13,9,769.97,6929.73,5892.44
2023-02-12,Router,Accessories,South America,Rep_5,16,156.59,2505.44,1971.2
2024-11-09,Router,Accessories,Europe,Rep_3,6,612.14,3672.84,3018.53
2024-10-14,Laptop,Electronics,N. America,Rep_6,5,539.25,2696.25,2379.01
2024-05-15,Laptop,Electronics,Europe,Rep_18  ,13,837.53,10887.89,9019.71
2023-12-02,Tablet,Electronics,Asia,Rep_13,18,911.49,16406.82,14350.09
2023-10-19,Printer,Accessories,Asia,Rep_10,16,998.17,15970.72,10447.71
2024-08-06,Smartphone,Electronics,NorthAmerica,Rep_4,18,695.02,12510.36,7671.25
2024-02-09,Tablet,Electronics,N. America,Rep_18,13,323.87,4210.31,3072.13
2024-05-24,Tablet,Electronics,Europe,Rep_17,18,486.48,8756.64,6413.24
2023-02-06,Monitor,Accessories,South America,Rep_4,17,484.44,8235.48,5193.13
2023-04-25,Tablet,Electronics,NA,Rep_13,6,726.89,4361.34,2971.58
2023-07-08,Laptop,Electronics,N. America,Rep_8,13,857.78,11151.14,6725.35
2024-03-22,Printer,Accessories,Asia,Rep_15,15,454.5,6817.5,4700.76
2023-05-27,Monitor,Accessories,NorthAmerica,Rep_17,1,199.53,199.53,157.29
2023-07-13,Tablet,Electronics,Asia,Rep_2,3,127.99,383.97,283.53
2024-08-05,Laptop,Electronics,Europe,Rep_11,11,589.42,6483.62,5195.24
2023-09-14, Tablet ,Electronics,Asia,Rep_15,6,307.87,1847.22,1592.81
2023-07-25,Router,Accessories,NorthAmerica,Rep_13,19,701.53,13329.07,8909.86
2024-01-25,Tablet,Electronics,Asia,Rep_17,6,526.94,3161.64,2230.04
2023-03-07,Tablet,Electronics,Europe,Rep_7,14,866.99,12137.86,9299.21
2023-12-10,Router,Accessories,South America,Rep_1,15,984.77,14771.55,11431.66
2024-03-27,Laptop,Electronics,Europe,Rep_20,7,395.66,2769.62,2453.15
2024-06-25,Smartphone,Electronics,Europe,Rep_5,1,429.4,429.4,364.46
2024-07-14,Smartphone,Electronics,NA,Rep_4,8,347.17,2777.36,1893.95
2024-12-02,Laptop,Electronics,South America,Rep_17,17,591.27,,7050.62
2024-07-01,Laptop,Electronics,Europe,Rep_11,15,634.42,9516.3,6303.74
2024-01-15,Laptop,Electronics,Europe,Rep_4,13,284.02,3692.26,3248.47
2024-12-01,Tablet,Electronics,N. America,Rep_13,7,234.9,1644.3,1030.96
2023-01-04,Printer,Accessories,NorthAmerica,Rep_13,12,697.92,8375.04,5642.7
2024-08-03,Laptop,Electronics,Europe,Rep_2,13,492.65,6404.45,3927.61
2024-07-31,Printer,Accessories,NA,Rep_1,3,788.99,2366.97,1469.27
2024-10-26, Monitor ,Accessories,South America,Rep_10,18,320.78,5774.04,5137.38
2024-12-03,Printer,Accessories,South America,Rep_15,6,670.36,4022.16,2681.52
2023-09-01,Router,Accessories,South America,Rep_20,7,653.61,4575.27,2810.22
2023-09-14,Smartphone,Electronics,South America,Rep_16,19,628.9,,8309.19
2023-06-06,Monitor,Accessories,Asia,Rep_8,8,301.54,2412.32,2064.81
2023-05-28,Smartphone,Electronics,Europe,Rep_13,13,110.08,1431.04,1055.28
2023-09-21,Tablet,Electronics,Asia,Rep_1,17,377.91,6424.47,4645.21
2024-03-18,Smartphone,Electronics,Europe,Rep_2,2,489.57,979.14,645.55
2024-04-15,Monitor,Accessories,Europe,Rep_13,2,752.09,1504.18,1193.63
2023-05-09,Router,Accessories,Asia,Rep_7,14,146.02,2044.28,1811.8
2024-02-20,Monitor,Accessories,South America,Rep_15,8,988.9,7911.2,5870.35
2024-04-08,Monitor,Accessories,South America,Rep_15,8,557.99,4463.92,3300.9
2024-01-08,Smartphone,Electronics,Asia,Rep_13  ,10,228.3,2283.0,1943.95
2023-05-17,Router,Accessories,Europe,Rep_8,3,641.89,1925.67,1418.23
2023-08-11,Router,Accessories,Europe,Rep_19,17,794.94,13513.98,11597.43
2023-07-19,Router,Accessories,Asia,Rep_15,5,117.19,585.95,475.83
2024-07-15,Monitor,Accessories,Asia,Rep_10,19,498.33,9468.27,6006.59
2023-08-07,Monitor,Accessories,Europe,Rep_16,14,161.51,2261.14,1917.26
2023-04-22,Printer,Accessories,South America,Rep_10,1,226.26,226.26,195.93
2024-09-30,Monitor,Accessories,NA,Rep_7,1,248.2,248.2,191.05
2023-08-11,Smartphone,Electronics,Europe,Rep_13,8,241.85,1934.8,1503.52
2024-06-13, Monitor ,Accessories,Europe,Rep_15,16,458.69,7339.04,4777.47
2023-01-25,Router,Accessories,Europe,Rep_13,16,884.46,14151.36,10032.45
2024-08-04,Router,Accessories,Europe,Rep_9,1,203.88,203.88,149.11
2024-11-27,Printer,Accessories,Europe,Rep_13,9,259.58,2336.22,2006.35
2024-08-11,Tablet,Electronics,Europe,Rep_14  ,1,266.74,266.74,237.21
2023-11-21,Monitor,Accessories,Europe,Rep_5,15,637.87,9568.05,8035.06
2024-05-13,Smartphone,Electronics,N. America,Rep_4,15,,12057.45,10735.84
2023-03-08, Laptop ,Electronics,NorthAmerica,Rep_1,8,630.8,5046.4,4192.33
2023-02-24,Smartphone,Electronics,N. America,Rep_11,18,115.72,2082.96,1369.99
2024-01-01,Tablet,Electronics,Europe,Rep_7,3,319.69,959.07,785.19
2023-11-11,Laptop,Electronics,Asia,Rep_20,1,602.11,602.11,407.13
2023-11-20,Printer,Accessories,South America,Rep_16,17,929.55,15802.35,13904.31
2023-12-13,Router,Accessories,Europe,Rep_10,6,158.62,951.72,695.01
2023-11-07, Laptop ,Electronics,Europe,Rep_5,12,345.41,4144.92,2724.15
2023-06-17,Monitor,Accessories,N. America,Rep_18,3,520.27,1560.81,1043.15
2024-09-25,Monitor,Accessories,Europe,Rep_18,12,445.12,5341.44,3707.09
2024-07-19,Router,Accessories,South America,Rep_9,10,644.56,6445.6,5198.95
2024-12-07,Tablet,Electronics,N. America,Rep_5,1,533.29,533.29,327.08
2024-03-31,Laptop,Electronics,NorthAmerica,Rep_5,4,492.62,1970.48,1762.11
2024-01-26,Monitor,Accessories,South America,Rep_16  ,2,109.87,,143.04
2023-06-24,Laptop,Electronics,Asia,Rep_15,13,650.87,8461.31,7076.7
2024-08-21,Printer,Accessories,Europe,Rep_15,15,759.72,11395.8,7757.84
2023-01-21,Monitor,Accessories,Asia,Rep_11,13,,11632.66,10366.63
2023-03-29,Smartphone,Electronics,NA,Rep_6,8,893.08,7144.64,5189.56
2023-05-19,Printer,Accessories,Asia,Rep_13,4,862.82,3451.28,2722.55
2023-06-03,Laptop,Electronics,Europe,Rep_11,7,623.0,4361.0,3278.58
2023-10-27,Router,Accessories,N. America,Rep_12,10,207.67,2076.7,1505.63
2024-09-09,Monitor,Accessories,N. America,Rep_20,14,188.89,2644.46,1916.64
2024-08-27,Monitor,Accessories,Europe,Rep_12,7,622.47,4357.29,3391.56
2023-09-16,Tablet,Electronics,Asia,Rep_17,12,577.22,6926.64,5619.07
2023-01-25,Monitor,Accessories,Asia,Rep_6,10,331.13,3311.3,2430.09
2023-02-23,Router,Accessories,Europe,Rep_10,6,848.19,5089.14,3610.81
2023-09-27,Monitor,Accessories,South America,Rep_11,1,630.44,630.44,507.67
2023-02-11,Smartphone,Electronics,South America,Rep_3,5,504.08,2520.4,1761.74
2023-12-07,Printer,Accessories,NorthAmerica,Rep_5,9,981.48,8833.32,6530.66
2024-10-01,Laptop,Electronics,N. America,Rep_10,1,557.01,,417.06
2024-01-25, Tablet ,Electronics,South America,Rep_13,2,399.05,798.1,694.52
2024-02-02,Laptop,Electronics,Asia,Rep_13,19,,,6232.21
2023-12-10,Smartphone,Electronics,South America,Rep_14,17,535.79,9108.43,7737.54
2024-12-25,Smartphone,Electronics,Europe,Rep_12,13,475.73,6184.49,5117.18
2023-09-25,Printer,Accessories,Europe,Rep_16,15,,13134.0,8567.09
2023-10-16,Smartphone,Electronics,NA,Rep_15  ,7,570.14,3990.98,2910.34
2024-11-18,Laptop,Electronics,Asia,Rep_17,14,190.62,2668.68,1940.42
2023-04-27,Laptop,Electronics,Europe,Rep_4,14,522.83,7319.62,5623.57
2023-09-06,Laptop,Electronics,Europe,Rep_12,1,313.93,313.93,196.0
2023-03-08, Tablet ,Electronics,Europe,Rep_3  ,9,351.39,3162.51,2781.18
2023-03-19, Laptop ,Electronics,N. America,Rep_11,13,717.74,9330.62,6192.84
2024-09-24,Laptop,Electronics,Europe,Rep_19,16,461.47,7383.52,6268.51
2024-10-03,Monitor,Accessories,Asia,Rep_4  ,9,489.77,4407.93,3574.35
2024-09-19,Laptop,Electronics,NA,Rep_5  ,13,989.19,12859.47,10738.52
2023-07-24,Router,Accessories,N. America,Rep_6,13,846.01,,8589.82
2023-04-04, Router ,Accessories,N. America,Rep_1,15,601.88,9028.2,6979.05
2024-03-19,Router,Accessories,Europe,Rep_7,4,462.46,1849.84,1300.49
2023-02-21, Router ,Accessories,N. America,Rep_13,10,616.23,6162.3,5441.13
2023-11-25,Router,Accessories,Europe,Rep_16,18,818.99,14741.82,9449.32
2023-07-22, Router ,Accessories,South America,Rep_20,9,,5330.97,3283.89
2024-12-24,Tablet,Electronics,South America,Rep_10,1,200.47,200.47,147.86
2024-11-23,Printer,Accessories,NA,Rep_15,1,997.79,997.79,695.63
2023-07-09,Printer,Accessories,N. America,Rep_3,15,406.82,6102.3,4656.42
2023-06-30,Tablet,Electronics,Asia,Rep_5,14,954.04,13356.56,9971.1
2024-07-09,Printer,Accessories,Europe,Rep_4,7,659.08,4613.56,2773.03
2024-12-20,Laptop,Electronics,Europe,Rep_6  ,2,869.34,1738.68,1242.24
2023-11-26,Tablet,Electronics,Europe,Rep_13,14,664.93,9309.02,6634.49
2024-10-12,Printer,Accessories,Asia,Rep_20,4,819.99,3279.96,2888.79
2024-02-27,Printer,Accessories,Asia,Rep_7,4,737.85,2951.4,2219.96
2024-03-12,Smartphone,Electronics,Asia,Rep_8,2,741.29,1482.58,1053.18
2024-06-27,Laptop,Electronics,Asia,Rep_10,8,327.2,2617.6,2023.29
2023-06-15,Laptop,Electronics,N. America,Rep_3,16,720.97,11535.52,10283.0
2024-05-20,Smartphone,Electronics,N. America,Rep_20,6,911.1,5466.6,3486.77
2024-03-16,Laptop,Electronics,South America,Rep_1,19,866.29,16459.51,14350.66
2024-11-21, Laptop ,Electronics,Asia,Rep_19,18,592.11,10657.98,8772.34
2024-01-06, Router ,Accessories,NA,Rep_19,4,,767.08,477.06
2023-09-26,Router,Accessories,Asia,Rep_15,12,505.56,6066.72,4411.54
2024-01-02,Router,Accessories,South America,Rep_12,16,138.7,2219.2,1412.59
2024-05-26,Smartphone,Electronics,South America,Rep_11,17,609.68,10364.56,8432.78
2024-07-13,Router,Accessories,Europe,Rep_8,9,831.02,7479.18,6011.31
2024-08-24, Tablet ,Electronics,N. America,Rep_12,9,608.33,5474.97,4699.05
2024-02-24, Monitor ,Accessories,South America,Rep_11,8,385.2,3081.6,2159.15
2024-02-17,Monitor,Accessories,South America,Rep_15,9,328.33,2954.97,2544.02
2023-06-06, Tablet ,Electronics,South America,Rep_14,6,827.53,4965.18,3371.46
2023-01-26,Tablet,Electronics,Asia,Rep_13,3,634.48,1903.44,1249.5
2024-10-09,Tablet,Electronics,South America,Rep_12,15,778.94,11684.1,7978.17
2023-01-15,Monitor,Accessories,Europe,Rep_5,7,751.79,,3735.86
2024-08-30,Tablet,Electronics,Europe,Rep_4,3,,2741.7,1750.13
2023-01-17,Monitor,Accessories,South America,Rep_5  ,18,,11064.42,7652.92
2023-10-05,Smartphone,Electronics,Europe,Rep_1,3,198.07,594.21,401.22
2024-05-24,Monitor,Accessories,Europe,Rep_10,7,419.91,2939.37,2416.04
2024-07-16,Smartphone,Electronics,Europe,Rep_7,18,697.39,12553.02,9091.65
2024-05-13,Printer,Accessories,South America,Rep_14,4,572.99,2291.96,1738.46
2024-03-21,Tablet,Electronics,South America,Rep_2,13,388.79,5054.27,3759.68
2023-12-28,Laptop,Electronics,NorthAmerica,Rep_11,5,885.52,4427.6,3715.18
2024-12-23,Monitor,Accessories,Asia,Rep_5,18,235.98,4247.64,3441.49
2023-08-29,Printer,Accessories,South America,Rep_7,6,690.61,4143.66,2964.84
2024-03-02,Monitor,Accessories,NA,Rep_10,8,386.48,3091.84,1905.92
2024-10-08,Tablet,Electronics,Asia,Rep_10,13,902.14,11727.82,9273.92
2024-12-01, Printer ,Accessories,South America,Rep_20,19,250.39,4757.41,2902.11
2023-05-05, Printer ,Accessories,Europe,Rep_17,3,913.2,2739.6,1840.18
2023-10-16, Smartphone ,Electronics,Asia,Rep_5,5,819.07,4095.35,2902.25
2024-01-14,Printer,Accessories,South America,Rep_3,7,389.23,2724.61,1665.41
2023-01-19,Monitor,Accessories,Asia,Rep_14,18,729.6,13132.8,9035.46
2023-09-10,Tablet,Electronics,Asia,Rep_8,1,346.65,346.65,214.77
2023-11-17,Router,Accessories,South America,Rep_9,7,615.69,4309.83,3178.56
2024-07-22,Smartphone,Electronics,Asia,Rep_7,18,537.01,9666.18,6794.05
2023-05-11,Smartphone,Electronics,Europe,Rep_19,16,625.38,10006.08,6848.88
2024-09-16,Tablet,Electronics,Europe,Rep_16,16,744.11,11905.76,10303.3
2024-07-30,Monitor,Accessories,NorthAmerica,Rep_11,1,120.24,120.24,103.04
2024-06-07,Laptop,Electronics,South America,Rep_5,6,791.28,4747.68,4039.3
2024-09-30,Smartphone,Electronics,N. America,Rep_17,1,987.56,987.56,835.81
2024-05-17,Monitor,Accessories,Asia,Rep_3,11,897.93,9877.23,5997.98
2024-04-05,Monitor,Accessories,Europe,Rep_9,7,417.19,2920.33,2105.24
2024-12-29,Tablet,Electronics,Asia,Rep_2,18,833.31,14999.58,10616.07
2024-04-30,Tablet,Electronics,Europe,Rep_1,14,550.84,7711.76,6827.56
2023-12-02,Smartphone,Electronics,South America,Rep_18,4,486.39,1945.56,1199.07
2023-05-30,Smartphone,Electronics,Asia,Rep_16,17,998.88,16980.96,12082.94
2023-11-18,Printer,Accessories,Europe,Rep_7,15,442.63,,5056.27
2024-09-03,Printer,Accessories,NA,Rep_10,9,294.2,2647.8,1623.31
2023-03-04,Router,Accessories,Europe,Rep_17,6,616.84,3701.04,3145.58
2024-05-31,Smartphone,Electronics,Europe,Rep_13,19,169.33,3217.27,1957.85
2024-03-09,Router,Accessories,NA,Rep_10  ,13,230.03,2990.39,2003.24
2023-09-25, Tablet ,Electronics,Europe,Rep_10,17,457.11,7770.87,5632.45
2023-01-26,Laptop,Electronics,South America,Rep_3,17,620.85,10554.45,7486.12
2024-01-13,Monitor,Accessories,Europe,Rep_15,2,,1796.58,1184.86
2024-10-02,Monitor,Accessories,Europe,Rep_20,6,152.92,917.52,751.25
2024-03-30,Smartphone,Electronics,N. America,Rep_9,7,502.22,3515.54,2883.45
2024-04-11,Smartphone,Electronics,Europe,Rep_20,5,613.67,3068.35,2551.78
2024-04-09,Smartphone,Electronics,Europe,Rep_19,9,140.44,1263.96,822.11
2023-05-12,Smartphone,Electronics,NorthAmerica,Rep_4,19,934.46,17754.74,15454.01
2023-02-23,Smartphone,Electronics,South America,Rep_12,12,521.3,6255.6,5600.89
2023-05-26, Smartphone ,Electronics,South America,Rep_18,10,411.02,4110.2,2649.09
2023-01-27,Router,Accessories,South America,Rep_11,2,443.9,887.8,690.99
2024-02-10,Tablet,Electronics,Asia,Rep_20,1,639.11,639.11,547.64
2023-02-05,Router,Accessories,Asia,Rep_11,17,583.21,9914.57,7617.52
2024-08-02,Printer,Accessories,NA,Rep_17  ,11,285.53,3140.83,2263.99
2023-02-27, Router ,Accessories,Europe,Rep_16,2,725.87,1451.74,981.12
2023-03-07,Laptop,Electronics,Europe,Rep_5,4,247.87,991.48,818.94
